118.92,145.15,71.61,6.18,15.43,15.84,58.88,56.39,56.39,0.002988,-1.904633
118.8,139.75,66.92,6.21,15.45,16.08,58.99,55.54,55.54,0.003022,-1.847013
118.76,134.68,62.77,6.23,15.47,16.31,59.12,56.51,56.51,0.003078,-1.823585
120.18,132.56,62.96,6.26,15.49,16.56,59,56.17,56.17,0.003117,-1.931997
119.81,127.18,58.8,6.28,15.51,16.78,58.91,59.89,59.89,0.003018,-1.913294
118.77,120.87,53.12,6.31,15.53,17.03,58.81,58.13,58.13,0.002953,-1.784186
111.81,104.5,30.71,6.33,15.54,17.11,58.48,64.5,64.5,0.002889,-1.704238
110.83,99.48,23.96,6.35,15.55,17.19,58.47,64.32,64.32,0.002786,-1.623669
119.7,111.19,52.7,6.38,15.57,17.39,58.59,64.37,64.37,0.002731,-2.153541
119.36,106.95,49.74,6.4,15.59,17.59,58.68,67.3,67.3,0.002678,-2.679577
118.26,101.94,42.4,6.43,15.61,17.8,58.56,64.5,64.5,0.002648,-2.433309
119.76,101.07,47.02,6.45,15.63,18,58.75,64.82,64.82,0.002671,-2.445836
118.1,95.52,26.06,6.48,15.65,18.17,58.7,63.26,63.26,0.002694,-2.47353
114.54,87.57,-30.34,6.5,15.66,18.24,58.57,62.22,62.22,0.002664,-2.443312
28.2,-39.51,-697.26,6.49,15.52,18.25,55.27,25.42,25.42,0.002187,-1.022924
-2.65,-83.12,-547.32,6.48,15.37,18.39,55.83,25.45,25.45,-0.000093,-0.608919
-18.15,-103.26,-394.31,6.46,15.2,18.62,55.67,24.93,24.93,-0.001724,-0.673817
-23.11,-107.84,-290.22,6.45,15.04,18.83,54.93,24.4,24.4,-0.003215,-0.633144
-35.16,-120.49,-240.61,6.43,14.88,19.15,54.49,23.71,23.71,-0.004522,-0.615046
-35.49,-117.55,-193.74,6.41,14.73,19.45,53.77,25.03,25.03,-0.005246,-0.706779
-33.4,-111.79,-159.31,6.39,14.57,19.7,54.1,24.62,24.62,-0.003996,-0.669725
-26.14,-100.02,-129.24,6.37,14.41,19.85,54.69,24.83,24.83,-0.003278,-0.568286
-26.54,-98.15,-113.47,6.35,14.25,19.99,54.73,24.93,24.93,-0.002741,-0.417144
-16.96,-84.7,-92.16,6.34,14.11,19.98,55.26,26.96,26.96,-0.002219,-0.924612
-3.55,-67.52,-71.51,6.33,13.98,19.74,55.67,31.85,31.85,-0.00166,-1.118824
15.39,-44.89,-49.39,6.33,13.88,19.32,56.14,35.31,35.31,-0.001187,-1.358993
25.11,-33.46,-37.02,6.32,13.79,18.84,56.49,36.11,36.11,-0.000821,-1.525848
27.08,-31.01,-31.76,6.32,13.7,18.28,56.17,35.42,35.42,-0.000529,-1.485803
9.24,-49.96,-42.33,6.32,13.61,17.87,55.93,34.24,34.24,-0.000538,-1.232145
-168.03,-123.5,6.29,13.52,18.26,52.68,23.71,23.71,-0.001444,0,
-70.48,-129.34,-90.29,6.26,13.4,18.39,53.42,29.53,29.53,-0.002094,-0.504911
-52.03,-107.28,-70.34,6.24,13.27,18.36,54.13,29.98,29.98,-0.002738,-0.445199
-57.32,-109.59,-69.2,6.22,13.14,18.36,54.88,30.32,30.32,-0.00318,-0.467804
-67.62,-116.61,-72.42,6.19,13.01,18.38,54.27,29.63,29.63,-0.003542,-0.362785
-67.92,-113.39,-67.66,6.17,12.89,18.39,54.41,29.9,29.9,-0.00314,-0.500275
-64.66,-106.26,-59.99,6.15,12.77,18.39,54.34,31.14,31.14,-0.003001,-0.4358
-62.36,-99.42,-52.69,6.13,12.64,18.33,55,31.79,31.79,-0.002879,-0.532061
-62.71,-95.12,-47.46,6.11,12.52,18.27,55.06,32.69,32.69,-0.002797,-0.687695
-134.24,-89.4,6.08,12.43,18.44,53.77,28.47,28.47,-0.002904,0.09209,
-168.96,-134.33,6.05,12.38,18.86,52.85,25.39,25.39,-0.003336,0.467376,
-166.61,-138.1,6.02,12.33,19.26,53.13,28.19,28.19,-0.003633,0.337151,
-158.06,-134,5.99,12.28,19.65,52.83,28.02,28.02,-0.003888,0.415551,
-154.83,-140.63,5.96,12.22,19.99,52.9,27.88,27.88,-0.004174,0.360344,
-161.3,-160.79,5.94,12.18,20.39,52.66,28.04,28.04,-0.004177,0.406636,
-145.62,-122.41,5.9,12.12,20.54,51.02,38.59,38.59,-0.003793,0.087663,
-122.92,-73,5.87,12.04,20.5,51.26,43.08,43.08,-0.003478,0,
-128.91,-87.53,5.84,11.96,20.45,48.31,42.46,42.46,-0.003322,1.366007,
-134.31,-99.48,5.81,11.89,20.47,48.53,42.86,42.86,-0.003181,1.842275,
-131.18,-93.58,5.78,11.82,20.48,48.5,43.04,43.04,-0.003057,1.856556,
-133.78,-99.44,5.75,11.76,20.57,48.3,42.13,42.13,-0.003083,1.996765,
-126.89,-87.01,5.72,11.69,20.64,48.27,42.6,42.6,-0.00315,2.336751,
-107.24,-51.32,5.69,11.61,20.47,48.16,43.85,43.85,-0.002995,2.120206,
-91.26,-22.53,5.67,11.51,20.19,48.56,45.59,45.59,-0.002757,1.868901,
-115.93,-74.4,5.64,11.44,20.1,47.64,40.63,40.63,-0.002623,2.490182,
-109.52,-63.82,5.61,11.37,19.98,47.8,38.16,38.16,-0.002434,2.673994,
-118.34,-87.59,5.58,11.32,20.02,47.55,35.51,35.51,-0.00238,2.797041,
